Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,1,January 2017,nan,1,nan,no,Marseille to Paris,3," |  Marseille to Paris. The flight was canceled at the last moment. They say to us that the chief purser was absent. We waited 2 hours with no solution with a very unpleasant Air France ground hostess. Finally we missed our long-haul flight, we had to add 600EUR for having the following day flight. We paid an hotel for the night. We missed our first holiday hotel without refund, same for the car renting. Air France never answer to our compensation claim, never apologized, it's a shame.",Couple Leisure,1,nan
A340,Economy Class,4,January 2017,5,4,4,yes,Paris to Bogota,2," |  Overall, a decent experience with Air France travelling back home from Paris to Bogota. Flying on an A340, the economy class seats were very uncomfortable and the tv screens were outdated compared to other airlines, but aside from that, I had an enjoyable flight. The food we received was delicious and there was enough in flight entertainment to get me trough the 11 hour flight.",Solo Leisure,3,3
Boeing 777-200,Premium Economy,4,January 2017,3,5,nan,yes,LHR to CPT via CDG,3," |  Flew Air France from London Heathrow to Cape Town via Paris. As an ex-cabin crew member of the 70's vintage, I am hypercritical of the service onboard which ever airline I travel with. I was most impressed with most aspects of the flight - my first with this airline. The senior cabin crew manager was charming and helpful in the extreme, moving me to a vacant seat that had much more legroom, and also offered me his personal gadget that enabled me to charge my iPad. The seat was just ok, however, as other reviewers have mentioned. The people who introduced this new seat should get James Dyson, the British vacuum designer, to have a look as it, as it is not comfortable. Plenty of pillows did help though. I am returning in Business Class, so will report on that in a couple of weeks time. Incidentally, the transit at CDG airport was seamless, and my suitcase was waiting for me on arrival. Well done Air France.

",Solo Leisure,4,nan
Boeing 777-300ER,Premium Economy,1,April 2017,1,4,4,no,Paris to Tokyo,1," |  Really poor service flying from Paris to Tokyo. I found Premium Economy on Air France to be very disappointing. We paid approximately €200 of a premium each way for this cabin. The seats (which are well reported in other reviews) are uncomfortable as expected. The service is 100% Economy with no additional extras. Your meal is slightly better, but I still thought the food was pretty horrible. I felt ignored by the crew. Having experienced PE on Cathay Pacific and Air New Zealand it seems vastly under-serviced. I complained to Air France about a week ago and still have had no acknowledgement. I was so highly disappointed I paid for an upgrade to Business as I couldn't face that seat and horrible food! Nice amenity kit though and Priority for check in and security was a blessing.",Couple Leisure,1,nan
Boeing 777-300,Economy Class,3,April 2017,2,3,1,no,Paris to Punta Cana,1," |  I took my family on vacation to Punta Cana in the Dominican Republic. Flying via Paris to Punta Cana. The flight from Paris to Punta Cana was really dissapointing. The overall quality and comfort has decreased. The plane seems to be worn down. The Entertaiment system was not up to date and malfunctioned a number of times. On long haul flights you will normally have a drink served before the meal, but here was no drinks. There was no choice of meals. On the return flight to Paris overnight they served a breakfast meal, but it was really minimal. Three slices of fruit, a tiny roll and a piece of cake. The comfort of the seats were bad. The absolut minimum seat pitch. It is the last we are flying long haul with Air France.

",Family Leisure,2,nan
BAE 146,Economy Class,4,April 2017,5,5,nan,yes,Dusseldorf to Paris,4," |  Dusseldorf to Paris CDG. The flight was operated by WDL Aviation with a BAE 146. Older plane but really comfortable seat pitch. Only minus in seat comfort is that the fuselage limits the headspace of the person sitting at the window. I wouldn't suggest anyone above 1.80 meters to sit there. Service was good, free drinks and a croissant, friendly cabin crew. Check-In by smartphone was easy and no problems occured. We were satisfied, the value was good.",Couple Leisure,5,nan
Boeing 777-300,Economy Class,4,April 2017,1,2,2,no,Singapore to Paris,1," | I'm used to fly with Air France as it is my home airline. But over the past years, the level of service has critically decreased. I was very disappointed by the food served during my Singapore to Paris flight last night (worst one I've ever had for both meals) and by the discomfort of the seats (which appeared to be relatively new though). In comparison, the Phuket to Singapore 2-hours journey was pleasant, with decent food and very comfortable seats (operated by Silkair). I was also very confused by the inflight safety video which is, I assume, meant to be funny and to show typical French clichés (fashion, style) but it was barely understandable for my partner (a non-French speaker) because of the strong accent of the presenter. It's not the first time I see it, but this time I realized how bad it was as some people around me simply didn't understand what the hostess was saying. I used to have the Gold status, but despite the 30+ flights I took with them in 2016, I lost it. I understand they have financial issues, but treating their loyal customer like this, by lowering the level of service so much, won't make them earn more money. On national flights, I've been positively surprised by the service provided by low-cost companies lately. Air France has gone so far that I will pay less and flight with these companies for short journeys, instead of flying with them and not getting any value for money.",Couple Leisure,2,nan
A320,Economy Class,5,April 2017,5,4,nan,yes,Stockholm to Paris,4," |  Short-haul trips in Europe tend to be pretty drab, but I was pleasantly surprised by Air France after quite a few years I hadn't flown with them. In a moment where all airlines seem to be cutting back on passenger space and service, especially in economy, it is nice to see an airline going the other way. Flew from Stockholm to Paris. At check-in there was a manned desk for checking in and bag drop (while airlines such as Norwegian or SAS in Stockholm force you to use the self-check in kiosks and bag drops). The plane had been recently refurbished. A wet tissue was offered upon entering and a warm meal with dessert, choice of alcoholic or non-alcoholic drink and tea/coffee was served. A second pass of drinks was then offered. The service was carried out efficiently but without rushing the meal. Overall one of the best european short-haul flights I have taken in recent years.",Business,3,nan
A320,Economy Class,2,March 2017,1,1,nan,no,Florence to St Petersburgh via Paris,1," |  Florence to St Petersburg via Paris. They denied me my Elite status in Skyteam but this probably is the less. OnLine check in is as the low cost companies, because everything is by an additional payment, but the fare is classic and not light. Do you want a ""comfort seat"" in front of the airplane, pay! For two time, in flight between FLR to CDG and in the second CDG to LED I found the food horriblee, but not as bad as KLM in return flight. ",Couple Leisure,1,nan
A320,Economy Class,3,March 2017,2,4,nan,no,Paris to Tel Aviv,2," |  Paris to Tel Aviv. Seat comfort not the best due to limited space between seats. Since flight time is over four hours it is not so pleasant to have limited space. I had ordered a gluten free meal well in advance, but a member of staff came and told me that there only was one gluten free meal available, and two persons had ordered it. I was asked if I could eat an ordinary meal, but was also told that they also would ask the other person. After a while I was told that the other person accepted to take a kosher meal instead. When I got my meal I saw that it wasn't gluten free, but kosher. I told the staff, and they apologised for giving me the wrong meal. When I received the correct one, I had to wait 30 minutes before I got something to drink. Wine was good however. Even though they made some mistakes, the staff seemed to enjoy their work and seemed pleasant.",Couple Leisure,3,nan
BAE 146-200,Economy Class,5,March 2017,3,3,nan,no,Paris CDG to Dusseldorf,5," |  Paris CDG to Dusseldorf. The plane was leased from WDL Aviation. Biggest plus was the leg room. The plane not being full added to the comfort, because the middle seat was free. Attentive crew pointed passengers to empty rows for more comfort. Apart from that we got a drink and a tasty snack. On time boarding but despite that we landed 10 mins late in DUS. Paid 58 euros. All in all a very good choice.",Solo Leisure,5,nan
nan,Economy Class,1,December 2016,1,1,nan,no,Warsaw to Paris,2," |  Flew from Warsaw to Paris CDG. Air France service was terrible from the booking process to arrival. The company's website did not work, I had requested particular seats because as a family we wanted to be next to each other but they were unable to allocate them because there is no option to book a seat before the last 24 hours. The flight was 1 hour 30 minutes late (vs a 2 hour flight). AF staff did not help us one bit and did not look happy to have children onboard. At the end of the flight, 2 stewardesses stared at us crossing arms while we were packing our things up and dressing our twin babies and three year old son without offering any help. Low cost carriers far better value and services, adieu Air France.",Family Leisure,1,nan
A380-800,Business Class,5,April 2016,5,4,5,yes,Paris CDG to New York,5," |  Air France from Paris CDG to New York JFK, Business Class , A380-800, seat 67A This is a mammoth jet and business class seats are in the old side by side style (i.e. no privacy). It’s kind of awkward sleeping next to a stranger and climbing over to get up. Still, the set up is quite roomy. If you travel with all sorts of small carry-ons, as I do, get a window seat which has it’s own storage bin next to it. The food was almost uniformly very good. Foie gras, salmon tartare… Unfortunately, the duck was grossly overcooked and swam, very unattractively, in a sea of orange something (it actually tasted good, but was about as appetizing as baby food). The service was extraordinary!",Solo Leisure,5,nan
Boeing 777-300ER,Premium Economy,5,June 2017,4,3,3,yes,Paris to Havana,4," | We recently travelled with Air France from Paris to Havana in Premium Economy and the flight was excellent from boarding to getting off. There were only 5 people in the cabin so the crew had plenty of time to attend to us and they were friendly. Seat comfort was fine and champagne, wines and foods were fairly good. Flight was on time and was smooth.",Couple Leisure,4,nan
Boeing 777-300,Business Class,4,June 2017,4,4,3,yes,Sao Paulo to Paris,4," |  Sao Paulo to Paris. Check in fast and efficient. Boarding and departure on time. The business cabin and seat were very comfortable, full flat bed, service was of a very good standard. Lie flat seat was comfortable, with a nice duvet and a small pillow. Some turbulence during the flight. Arrival was on time. I recommend Air France for future flights .",Couple Leisure,4,nan
E190 / Boeing 777-300ER,Economy Class,5,May 2017,5,5,4,yes,Dusseldorf to Miami via Paris,5," |  Dusseldorf to Miami via Paris. Check in Dusseldorf quick, plane to CDG was an Embraer (HOP!), flight was completely full and the service on board was good. Coffee and sandwich as dinner. CDG to Miami was a Boeing 777-300 ER in the beautiful Skyteam colours. Flight left on time and was full. Service onboard was good. Friendly crew and the food was delicious. I would definitely fly Air France again!",Solo Leisure,5,nan
nan,Economy Class,1,May 2017,3,4,1,no,Lima to Paris,1," |  Lima to Paris. Very poor. Online check in wasn't possible from Lima. Enquiries to customer services were dealt with in an unsatisfactory way. The seats on the plane were uncomfortable. Cabin crew didn't seem to take their job very seriously. The safety talk at the beginning did not seem to be done properly (didn't seem to be enough staff to do both sides of the plane). Food was okay. Luggage was transitted no problem. In flight entertainment was dated and didnt work, old fashioned screens in economy.",Couple Leisure,3,nan
Boeing 777-300ER,First Class,5,June 2017,5,5,4,yes,Singapore to Toulouse via Paris,5," |  Singapore to Toulouse via Paris. We booked our yearly flight to France through Air France this requiring Singapore Airlines to take us on the first leg from Perth to Singapore. As we left the Singapore flight we were met at the aircraft door and taken in a motorised vehicle from Terminal 3 to Terminal 1 to board the Air France flight. We were taken to the First Class Lounge and when boarding was to take place we were again driven to the gate lounge where we were escorted to the front of the security queue. We quickly cleared security and were escorted to our seats 1E/F. The service we received on board was better than we have ever received with any other airline. The seat transformed into a wide and long full flat very comfortable bed. On reaching Paris (DG we left the plane and were guided via a secured doorway to a waiting limousine whereupon we passed through ""private"" security and immigration. We were the only people there - this process taking about 3 minutes. After being escorted to the First Class lounge where we waited we were picked up by limousine just before take-off of the Toulouse flight and driven to the waiting aircraft - again bypassing all the queues. What we appreciated more than anything else was being expertly guided through all the airports and at each stage being advised that our checked in bags had been located and were confirmed as being on the flight with us (a relief because we have previously lost bags on other airlines). We don't particularly like Airports and flying but if you have to do it, this Air France experience well exceeded our expectations - absolutely superb!",Couple Leisure,5,nan
A380,Economy Class,4,April 2017,5,4,3,yes,Newcastle to San Francisco via Paris,4," |  Newcastle to San Francisco via Paris. Really impressed. The A380 is a great aircraft and we really enjoyed our flight. The cabin was not ultra modern and maybe in need of a refresh soon but it was clean and comfortable. We loved our seats in row 93 and no one behind us so we could recline. Service was punctual we were offered an aperitif with a snack and you could have champagne, the meal service was good with plenty of food. There was snacks and soft drinks in the galley where you could help yourself. Another meal was served before landing. Entertainment was a little outdated but it served a purpose. Loved the big storage boxes on the side of our seat as we were on the upper deck. Very comfortable flight. The crew were helpful and friendly.",Couple Leisure,4,nan
A318,Economy Class,4,May 2017,5,4,nan,yes,Copenhagen to Paris,3," |  Copenhagen to Paris. Nice clean airplane. Comfertable seats with adequate leg room (I am 179cm long). Seats are locked in upright position - ok for a short flight (<2h). Nice service onboard with complementary drink and snacks. Flight according to schedule, and very helpful personell while boarding as many passangers travelled with large handluggage. Overall a nice experience!",Couple Leisure,5,nan
Boeing 777-300ER,Economy Class,4,May 2017,4,4,4,yes,Paris CDG to Atlanta,3," |  Paris CDG to Atlanta in first row of Economy on aisle. This seat is a little narrower with the tray table and entertainment console stowed in armrest area. The flight crew were friendly and attentive which always makes the flight more enjoyable. The seat cushion was firm which for a longer flight requires the addition of a few layers of blankets to make bearable. I'm 6'2"" and enjoyed the extra couple inches of space this seat offered. Took advantage of the Air France Press app on phone to download some magazines and newspapers to read. The Entertainment system offered a wide selection of movies to enjoy. Champagne and Wine is included for economy customers also. I had the included meal on the way to CDG and it was good overall. Decided to try the A La Carte Traditional Meal on the CDG to ATL flight which was slightly better than regular meal served. But the chocolate soufflé was outstanding in the A la carte meal. Any advice would be for the other economy seats on this long haul flight have a seat pitch too small for most average sized passengers these days. The airlines need to understand their passengers are human and effected by psychological factors such as Proxemics when crammed in area where we feel others are invading our personal space but just reclining.",Solo Leisure,4,nan
nan,Economy Class,1,May 2017,1,1,2,no,Los Angeles to Amman via Paris,1," |  Los Angeles to Amman via Paris. They changed our departure flight without informing us, causing us to lose our seats that I upgraded. The plane was awful. I have never sat in such a crammed seat. The seat plus chairs that cost 75$ extra we're only mildly better, giving maybe two more inches of foot space. They told me to purchase additional checked in baggage online so I could receive a discount but the website and app both don't allow any baggage options to be purchased online-what? Then why tell me to purchase online. I opened a flying Blue card with them because I was supposed to get an additional discount on my extra checked in baggage, but I can't even use that, as you can online get that discount when you buy online - then maybe they should change their online service and allow those purchases online. I've have the worst experience​ on the phone with the customer service reps. Ive had the worst experience online with their website. I don't have issues with technology, but their app is the glitchiest I've seen. Not user friendly. Can't imagine someone like my mother or grandmother trying to use it. I will never fly with them again.",Solo Leisure,1,nan
Boeing 777-200ER,Business Class,5,May 2017,5,4,5,yes,Osaka to Paris,5," |  Flew from Osaka to Paris. I upgraded at check in for an additional fee after a particularly poor Premium Economy outbound experience. This couldn't have been better! The cabin and seat were so comfortable, service was of a very high standard with a lovely crew, plenty to eat and drink and all of a really high quality. Lie flat seat was amazingly comfortable, with a nice duvet and pillow and the amenity kit was stuffed with Clarins products. Lounge in Osaka was very nice, in CDG was a bit worn but was needed with a long layover.",Couple Leisure,2,nan
Boeing 777-200ER,Economy Class,4,July 2017,3,1,3,yes,Paris to Dubai,1," |  Paris to Dubai. Boeing 777-200ER used looked pretty old but inside refit had been carried out so overall quite pleasant. Staff were pleasant, always polite and efficient which did surprise me as Air France had issues with this before. Food was above average but again the quality could have been better. Good selection of drinks. Overall very satisfied but seat space is a real issue in economy. Disappointed with check in process though",Business,3,nan
Boeing 777-300 / A340,Economy Class,3,July 2017,3,4,4,yes,Tokyo to Freetown via Paris,3," | I had quite low expectations for my first trip with Air France, and wasn't really looking forward to the experience, especially for such a long trip. However, I was pleasantly surprised. Ground service in Tokyo was great, with delightful ground staff. The overnight flight from Tokyo to Paris was great; the crew were all very cheerful, polite and friendly and the service was good. The food was enjoyable, and I loved the fact that they serve a glass of Champagne as an aperitif in Economy Class. The IFE was excellent - a huge selection of art-house and independent films. Seat configuration a bit cramped with a 3-4-3 layout, but it was bearable. For my next leg, from Paris to Freetown, I got upgraded to Premium Economy and was thankful for this; the economy class on the dated A340 looked very cramped and was filthy by the end of the 6 hour flight. The plane was 1.5 hours late departing CDG. There was dinner after take-off and ice-cream before landing and the food was good. The IFE was limited and the picture quality was poor; in economy class the screens were tiny. Staff were more perfunctory than the pervious flight, but pleasant enough. I think the main thing to improve on both flights would be the service of drinks; having pre-dinner drinks would be nice, or just providing more regular drinks services throughout the flight; the drinks trolley only came through with the meals and I was not aware of any other drink services. Overall, two good flights.",Solo Leisure,4,nan
A319,Economy Class,5,June 2017,5,5,nan,yes,Sofia to Paris,4," |  I flew with Air France Sofia to Paris return for a short business trip. I was pleasantly surprised that they have started serving hot meals (comparing to a flight a took with them again to Paris in May last year). The overall experience is satisfying for the price, especially considering the aircrew service . It should also be pointed out that both flights were right on time without any delay.",Business,5,nan
A320,Economy Class,5,May 2017,nan,5,nan,yes,Prague to Paris CDG,5, | Cabin crew took care of me from Prague to Paris CDG and they were speaking very well English. Gate agent has kindly provided me my luggage tag number. I would probably continue to fly with Air France. Next trip will be through Amsterdam to Bordeaux and I hope it will be fine. I've never been there but I'm optimistic. Recommendation: I will definitely appreciate if they can change the coffee offered on board.,Business,5,nan
Boeing 777-200,Economy Class,1,June 2017,1,2,2,no,Paris CDG to Cancun,3," |  Flew Air France from Paris CDG - Cancun. Departure lunch time. Lunch was served with no choice offered and no announcement of the dish being served. No drink service for the whole flight. You need to self-serve for a glass of water which is outrageous on a long flight. The IFE had a very limited choice of movies. The meal being served upon landing was a breakfast, which did not correspond to the European time zone nor the Mexican one. It seems like the airline was dumping its excess breakfast served on the previous flight. Flight attendants, nowhere to be seen and barely doing their job. No trash collection during the whole flight. All in all, Air France's offering has been moving downward year after year and nothing is being done about it. Food is of poor quality and the inflight service is at an all time low. KLM is now way above Air France. A very dissapointing flight given the price paid.",Family Leisure,2,nan
nan,Economy Class,5,June 2017,5,5,5,yes,Vancouver to Munich via Paris,5," |  Air France was absolutely splendid. Flew from Vancouver to Munich via Paris. We had no issues, they made this long travel time a breeze. The food was great, seats were comfortable. Moreover, when anxiety got the best of me due to an airport issue in Paris, the Air France ladies took me in and took care of me until I was able to calm down. It helped my panic attack immensely and at that point they did not even known that we were flying with them. Offered us seats and water etc. Cannot thank them enough.",Couple Leisure,5,nan
Boeing 777-300,Economy Class,5,May 2017,5,5,5,yes,Hong Kong to Kiev via Paris CDG,4," | This was my first time flying Air France long haul. Everything (absolutely everything) went above my expectations for my flight from Hong Kong to Kiev via Paris CDG. I'm a very frequent traveler, so I know what to expect, but again, they pleasantly surprised me at every stage of travel. I don't review the booking process as I booked at klm.com where everything worked fine. The small issue was when buying online a la carte meal option (didn't work in Safari browser) I had to make in Chrome. Then I had trouble with paid seat option: seat of my choice disappeared from my booking. Contacted them via Facebook and got it done in 30 minutes. Perfect! In town check in in Hong Kong worked fine. At the airport boarding was done in perfect order. On the plane, I found seating quite satisfactory despite it being 10 in row (I booked Duo set at the back). Padding was comfortable, and recline was enough to seat in relaxed position (I'm 186 cm tall). Entertainment options were amazing with lots of documentary and arthouse. Dining was fine. My a la carte order was delivered without noticing. All the crew were nice and very effective despite full flight and lots of Chinese customers who required lot of translation services. Toilets kept clean and stocked. Cabin had fresh look and didn't feel claustrophobic even with such a tight layout. Breakfast served was good. Departure and arrival on time. My bag made the connection. No problem with transfer within CDG 2E from gates L to gates K by train via fast security search. My next flight to Kiev was bang on time. European flight seating comfort is only good when you purchase exit row seat. Otherwise it is not good even in business cabin. Food was good again with full bar service. I do recommend them highly for long haul travel. For short flights I recommend allow at least 3 hrs for smooth transfer at CDG and exit row seating only.",Solo Leisure,5,nan
nan,Economy Class,1,June 2017,1,1,3,no,Cameroon to London Heathrow via Paris,1," |  Delayed at stop off in Africa and was on the ground in the plane for over 3 hrs. No food or water was offered to any passengers. No info was briefed on why the delay. The worst flight I have ever been on, unfriendly staff, leading to almost missing connecting flight in France. Managed to get connecting flight but baggage never made it. Got back to UK and told air France that I needed my baggage the next day as I was due to fly again 2 days after landing. I had a text from them saying they would only deliver baggage a day after I am due to fly. Called up to challenge delivery time and the staff member in the baggage department was the most unhelpful, rude person. All in all. I would recommend staying as far away from Air France. Still don't have my bags or an answer on when I'm getting them.",Business,1,1
A320,Business Class,4,June 2017,5,4,nan,yes,Paris CDG to Barcelona,3," | After arriving via an A380 and a really unpleasant transit of CDG, we connected with our flight to Barcelona on an Air France A320. This is quite a contrast with regard to business class seating which on the A320 has the same pitch as economy class with the middle seat in a row of three left unoccupied. Seating felt cramped despite the supposed 32"" seat pitch - it felt tighter than that. Seat width was fine. While being less roomy, the Air France business class in Europe does provide a much nicer food service than typically provided on flights in the United States. On United on a two hour flight I received coffee and a muffin. On American on a two hour flight I received some warm nuts and a cookie. Air France, on a one hour, twenty minute flight, provided a full meal - shrimp appetizer, mini burger, grilled vegetables, hazelnut cake, panna cotta and beverages. Quite a different experience. Service was pleasant and professional. I would have preferred a bit more space but the experience with Air France was fine.",Couple Leisure,4,nan
A380,Business Class,5,June 2017,5,4,5,yes,New York JFK to Paris CDG,5, | Great experience on this Air France flight from New York JFK to Paris CDG. Business Class seating comfortable and IFE was fine and included tail and nose cameras. Service was fine - pleasant and professional. The A380 is a pretty amazing plane - very comfortable and quiet. I do not sleep well when flying and did not make use of the lie flat seat but felt fine and not jet lagged at all when we arrived at CDG.,Couple Leisure,4,nan
Boeing 777,Economy Class,1,July 2017,1,4,3,no,Paris to Montreal,2," |  Paris to Montreal. Both ways I ordered a gluten free meal and what I got was terrible. This was Paris to Montreal and return Toronto to Paris. Gluten free doesn't  mean dairy free, vegetables free, meat free. What I was served was rice + chick peas, rice bread, some combination of black & brown beans - no salad, vegetables cheese or meat. The stewardess on told me that I could complain to the airline company but did not offer me something else. A company that prides itself on gourmet meals and has no knowledge of nutrition should be ashamed. ",Business,2,nan
ATR-72,Economy Class,3,June 2017,3,2,nan,yes,Bordeaux to Florence via Lyons,3," |  Bordeaux to Florence via Lyons. Check-in through Air France app. English version available. Easy to check-in on mobile and boarding pass can be stored on Wallets on iPhone/iPod touch. Check-in at airport for luggage drop off is easy. Boarding is really slow. Only one person at the counter and no announcement is made and not even in English. The queue to board the aircraft is long too. Flight attendant is friendly. For a short haul flight went around with light snacks and beverages. Leather seat is comfortable with sufficient leg room. No USB charging port on both sectors. However, its bilingual (English and French) inflight magazine, Magazine, is thick enough to keep passengers occupied/entertained. Flight from Lyon to Florence is on an ATR-72. Even operated by HOP!, a subsidiary of Air France, the two cabin crew has the sweetest smile compared to Air France cabin crew.",Solo Leisure,3,nan
Boeing 787,Economy Class,5,June 2017,5,5,5,yes,London to Paris,5, | Great flight from London to Paris. Brand new Boeing 787 aircraft with the very comfortable and beautiful new cabin from Air France. Very short flight (only 45 mins) so the friendly flight attendant only served a croissant and hot beverages. The flight departed on time and the journey was very pleasant. Will definitely fly again with Air France.,Solo Leisure,5,nan
A321,Economy Class,5,July 2017,4,5,nan,yes,Paris to Rome,4," |  Paris to Rome. I have recently been flying with Air France in Europe on a relatively regular basis, and I am so far very satisfied of the service offered. On my recent flight from Paris to Rome I was offered complimentary newspaper in the terminal waiting area, a wet serviette upon boarding and a sandwich, wine and tea/coffee during the flight. The crew spoke French, Italian and English and the captain was very talkative and mentioned cities and sights we overflew. All in all, a very friendly crew and a pleasant flight compared to the usual dreary experience in European short-haul economy.",Solo Leisure,4,nan
Boeing 777,First Class,5,July 2017,4,4,5,yes,Dublin to Singapore via Paris CDG,5, | Dublin to Singapore via CDG return with Air France. Great service on the business class leg from Dublin to Paris. The La Première (first class) leg from Paris CDG to Singapore was impeccable. Greeted as I left the plane in CDG and taken by limousine to the First class lounge. The hostess was very attentive and friendly. Great food and quiet place to wait for the flight. Taken by limousine again to board the first class cabin. Service on board top notch. The stewardess could anticipate what I needed and I never needed to ask for anything. Excellent seat and a curtain to give more privacy if needed. Greeted on arrival in Singapore my luggage was already waiting when I cleared immigration. Return flight equally top class. Access into the exclusive Jetquay lounge in the CIP terminal in Changi Airport. All details taken care off and able to clear immigration at this terminal before taken on a buggy to board the plane. Again service on board was perfect. Only small things need some improvement. Service on the ground in Dublin was nowhere near the La Première expérience in CDG and Changi. Lounge in Dublin quite poor. Not even greeted with eye contact when I got into the lounge in Dublin. Poor choice of food. On the return leg it took nearly an hour for my luggage to be delivered in Dublin. The jetquay lounge in Changi was impressive but the food selection not that great. In summary La Première with Air France is the best first class experience I have ever had. Air France is certainly able to deliver a truly amazing First class experience. If I wanted to be critical the only thing I can say is the menu could include local Singaporean dishes such as satay and nasi lemak. WiFi was available on the CDG to Singapore leg but not on the return flight.,Solo Leisure,4,4
Boeing 777-300,Premium Economy,4,April 2017,4,4,4,yes,Dublin to Sao Paulo via Paris CDG,3," | Very good flights with Air France, both from Dublin to Paris and Paris to Sao Paulo. Small delay on long flight but they made it up on arrival to Sao Paulo. Airline staff very good and attentive during this very full 11+ flight. IFE was quite good and new content had been added since my last flight to the US, which was appreciated, as on previous trips, they hadn't added too many. But they seem to be taking advice from their customers with new content more regular.",Business,4,nan
Boeing 777,Economy Class,4,June 2017,3,4,4,yes,Paris to Bangkok,4," |  Paris to Bangkok. The Boeing 777 was a bit old without the new cabin. However the service was good, friendly cabin crews and great entertainment during this long flight. I flew many times with Air France and the food is usually better than on this flight. Will definitely recommend Air France.",Solo Leisure,4,nan
nan,Economy Class,1,June 2017,nan,1,nan,no,Florence to Paris,1," |  Air France did a horrible job anticipating then organizing a simple flight from Florence to CDG Paris on the morning of June 29th. It ended up with extreme frustration, missed flights, delays and huge economic inconvenience for our family. On the day of flight, there was an earlier AF flight that suffered mechanical problems and was delayed at 7:45. We should have been notified then (as they have our email from night before to issue boarding passes) but instead they had all passengers check in for a subsequent flight at 10:00 and wait for a bus to Bologna to transport both groups. The problem became compounded when the buses were delayed by an hour and made worse by the airport security who wasted 45 min sitting in front of an electronic gate that no one seemed able to operated so all buses could leave airport. While the planes to take us sat awaiting for 4 hours, the passengers went through security again before boarding a flight scheduled to leave Bologna at 12:00. Our flight from Paris to Los Angeles still could have been made but were were again delayed at Bologna for more than two hours. Ultimately we arrived in Paris 5 hours after our anticipated arrival and missed our connecting flight home. That flight was not Air France so it was not their issue to resolve. We struggled to find nearby hotel for night and an alternate flight home. We had paid tickets home on June 29th but were forced to purchase new flights home on Air Tahiti in addition to hotel lodging.",Family Leisure,1,nan
nan,Economy Class,4,January 2017,3,3,5,yes,Paris CDG to Mumbai,4," |  New York to Mumbai via Paris CDG. A very good flight from Paris to Mumbai. Cheap price, lands well ahead of time and the in-flight movie collection is great. Even the air conditioning is very good. Delta operated the first flight and they did a very good job too. The only issue is landing in Paris but the airport itself is very good.",Solo Leisure,4,3
nan,Economy Class,3,July 2017,3,1,4,no,Washington to Saint Petersburg via Paris,4, |  Washington to Saint Petersburg via Paris CDG. The airline got us from point A to point B but not without some trouble. The lines at Washington were very long. It took about 30 minutes to drop off our bags even though we checked in online and were at Washington nearly 3 hours before departure. The flight to Paris CDG was late and made us miss our connection to Saint Petersburg. That made us miss our train to the final point (the last one that night) and required us to purchase hotel stay and overall extended the trip by over 12 hours. This should not happen when both flights are operated by the same airline.,Family Leisure,2,nan
Boeing 77,Economy Class,3,August 2017,nan,1,nan,no,Dubai to Paris CDG,3," |  After a long time and being French, I decided to give a chance to Air France. Unfortunately, this has been a disaster, they ruined our vacation. We came to Paris for 5 days, for the 60th birthday of my mother in law on a direct flight from Dubai. Air France succeed to lose the luggage of my wife, with all her clothes, gift etc.. Moreover, since yesterday I have been trying to call customer services to see where our luggage is, however I have been on hold twice for more than an hour and 15 min. This is unacceptable to have such bad service coming from a reputed airline company and no one is capable of giving you an answer.",Couple Leisure,1,nan
A321,Economy Class,3,August 2017,1,3,nan,yes,Ajaccio to Paris Orly,1," |  Ajaccio to Paris Orly. On Air France domestic flights seats are automatically assigned 30 hours before departure, whatever the price you pay. Usually you may change them on-line. In our case, we were a party of two, and were assigned separated seats at the very end of cabin. We did not succeed in changing them, as aircraft looked full. We called Air France (extra charge for phone calls); they argued they could not either change them because flight was empty and AF concern was aircraft balance. This did not justify couple separation. Very unuseful stress, that we could avoid on a LC paying a fee. We were compelled to arrive earlier at Airport, we queued at ticket counter, and they assigned seats on row #1.",Couple Leisure,5,nan
nan,Economy Class,1,August 2017,2,2,1,no,Toronto to Frankfurt via Paris,2," |  Toronto to Frankfurt via Paris. The experience was like going back in time, the plane clearly hadn't been renovated for a long time. The seat fabric was worn, my seat pocket was torn, and for in-flight entertainment there was only one of those primitive systems that runs a dozen or so movies in a loop, each on a separate channel. In-flight service was poor, with flight attendants consistently ignoring my call button. The food was considerably below average.",Business,2,nan
A318,Economy Class,5,August 2017,2,4,nan,yes,Paris CDG to Figari ,3," |  Flew Air France from Paris CDG to Figari. A very pleasant flight indeed. 100% automatic checkin/tagging. No frills on board of course. We faced strong and long lasting turbulence and wind shear when landing, and were constantly informed by cockpit. Crew were very helpful to comfort nervous pax.",Couple Leisure,5,nan
